,경기날짜,선수명,포지션,팀,더블헤더여부,홈팀,원정팀,등판,inning,restinning,승리,패배,무승부,세이브,홀드,삼진,4사구,실점,자책,타수,타자
1193,2018-09-15,안영명,불펜투수,한화,0,한화,LG,4.7,1,1,0,0,0,0,0,1.0,0.0,3.0,2.0,7,7
1194,2018-09-15,김재영,불펜투수,한화,0,한화,LG,6.5,2,0,0,0,0,0,0,0.0,1.0,0.0,0.0,5,6
1195,2018-09-15,송창식,불펜투수,한화,0,한화,LG,8.2,2,0,0,0,0,0,0,2.0,2.0,0.0,0.0,7,9
1196,2018-09-16,헤일,선발투수,한화,0,한화,LG,1.1,6,2,1,0,0,0,0,7.0,3.0,1.0,1.0,23,26
1197,2018-09-16,송은범,불펜투수,한화,0,한화,LG,7.9,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3
1198,2018-09-16,권혁,불펜투수,한화,0,한화,LG,8.3,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1
1199,2018-09-16,이태양,불펜투수,한화,0,한화,LG,8.4,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,2,3
1200,2018-09-16,정우람,불펜투수,한화,0,한화,LG,9.7,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,4,4
1201,2018-09-18,왕웨이중,선발투수,NC,0,NC,한화,1.1,6,0,1,0,0,0,0,2.0,1.0,3.0,3.0,24,26
1202,2018-09-18,정수민,불펜투수,NC,0,NC,한화,7.9,2,0,0,0,0,0,0,2.0,1.0,0.0,0.0,6,7
1203,2018-09-18,김진성,불펜투수,NC,0,NC,한화,9.7,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,3,3
1204,2018-09-19,김건태,선발투수,NC,0,NC,한화,1.1,1,1,0,0,0,0,0,3.0,1.0,3.0,3.0,8,9
1205,2018-09-19,최성영,불펜투수,NC,0,NC,한화,2.1,4,2,0,0,0,0,0,4.0,0.0,1.0,1.0,19,20
1206,2018-09-19,박진우,불펜투수,NC,0,NC,한화,7.3,2,0,0,0,0,0,0,2.0,0.0,0.0,0.0,7,7
1207,2018-09-19,강윤구,불펜투수,NC,0,NC,한화,9.1,0,2,0,1,0,0,0,0.0,2.0,3.0,1.0,4,6
1208,2018-09-19,김진성,불펜투수,NC,0,NC,한화,9.7,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1,1
1209,2018-09-20,김광현,선발투수,SK,0,SK,한화,1.1,6,2,0,1,0,0,0,6.0,0.0,5.0,3.0,26,27
1210,2018-09-20,채병용,불펜투수,SK,0,SK,한화,7.1,0,1,0,0,0,0,0,0.0,1.0,1.0,1.0,3,4
1211,2018-09-20,박민호,불펜투수,SK,0,SK,한화,8.5,1,0,0,0,0,0,0,0.0,1.0,2.0,2.0,4,5
1212,2018-09-20,이승진,불펜투수,SK,0,SK,한화,9.1,1,0,0,0,0,0,0,2.0,1.0,0.0,0.0,3,4
1213,2018-09-21,켈리,선발투수,SK,0,SK,한화,1.1,6,2,0,0,0,0,0,6.0,1.0,3.0,3.0,27,28
1214,2018-09-21,정영일,불펜투수,SK,0,SK,한화,7.2,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,2,2
1215,2018-09-21,김택형,불펜투수,SK,0,SK,한화,8.4,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,2,2
1216,2018-09-21,김태훈,불펜투수,SK,0,SK,한화,8.6,0,2,0,0,0,0,1,2.0,0.0,0.0,0.0,2,2
1217,2018-09-21,신재웅,불펜투수,SK,0,SK,한화,9.8,1,0,0,0,0,1,0,0.0,2.0,1.0,1.0,3,5
1218,2018-09-22,헤일,선발투수,한화,0,한화,기아,1.1,5,0,0,1,0,0,0,4.0,4.0,6.0,6.0,23,27
1219,2018-09-22,임준섭,불펜투수,한화,0,한화,기아,6.1,0,2,0,0,0,0,0,1.0,2.0,1.0,1.0,3,6
1220,2018-09-22,안영명,불펜투수,한화,0,한화,기아,6.7,0,1,0,0,0,0,0,0.0,0.0,1.0,1.0,2,2
1221,2018-09-22,김범수,불펜투수,한화,0,한화,기아,7.9,0,1,0,0,0,0,0,0.0,2.0,3.0,3.0,2,4
1222,2018-09-22,박상원,불펜투수,한화,0,한화,기아,7.4,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0,2,3
1223,2018-09-22,김종수,불펜투수,한화,0,한화,기아,8.7,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,6
1224,2018-09-23,김진영,선발투수,한화,0,한화,기아,1.1,1,0,0,0,0,0,0,0.0,2.0,4.0,4.0,5,7
1225,2018-09-23,김민우,불펜투수,한화,0,한화,기아,2.8,4,1,0,0,0,0,0,4.0,2.0,1.0,1.0,16,18
1226,2018-09-23,권혁,불펜투수,한화,0,한화,기아,6.8,0,1,0,0,0,0,0,0.0,2.0,0.0,0.0,1,3
1227,2018-09-23,송은범,불펜투수,한화,0,한화,기아,6.2,1,1,1,0,0,0,0,2.0,0.0,0.0,0.0,4,4
1228,2018-09-23,이태양,불펜투수,한화,0,한화,기아,8.6,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4
1229,2018-09-23,정우람,불펜투수,한화,0,한화,기아,8.1,1,1,0,0,0,1,0,2.0,1.0,1.0,1.0,5,7
1230,2018-09-25,김재영,선발투수,한화,0,한화,삼성,1.1,0,1,0,1,0,0,0,0.0,2.0,4.0,4.0,2,6
1231,2018-09-25,임준섭,불펜투수,한화,0,한화,삼성,1.7,3,2,0,0,0,0,0,2.0,2.0,2.0,2.0,11,13
1232,2018-09-25,김종수,불펜투수,한화,0,한화,삼성,5.2,2,0,0,0,0,0,0,1.0,0.0,1.0,1.0,7,8
1233,2018-09-25,김범수,불펜투수,한화,0,한화,삼성,7.1,1,0,0,0,0,0,0,0.0,2.0,0.0,0.0,3,5
1234,2018-09-25,안영명,불펜투수,한화,0,한화,삼성,8.6,1,0,0,0,0,0,0,0.0,1.0,1.0,1.0,4,5
1235,2018-09-25,김진영,불펜투수,한화,0,한화,삼성,9.2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,5
1236,2018-09-26,샘슨,선발투수,한화,0,한화,삼성,1.1,3,2,0,0,0,0,0,2.0,4.0,2.0,2.0,14,18
1237,2018-09-26,권혁,불펜투수,한화,0,한화,삼성,4.1,0,2,0,0,0,0,1,0.0,0.0,0.0,0.0,3,3
1238,2018-09-26,박상원,불펜투수,한화,0,한화,삼성,5.4,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,5,6
1239,2018-09-26,김범수,불펜투수,한화,0,한화,삼성,6.1,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,1,1
1240,2018-09-26,송은범,불펜투수,한화,0,한화,삼성,6.2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,4,4
1241,2018-09-26,이태양,불펜투수,한화,0,한화,삼성,8.6,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,3,3
1242,2018-09-26,정우람,불펜투수,한화,0,한화,삼성,9.9,1,0,0,0,0,0,0,0.0,0.0,2.0,2.0,5,5
1243,2018-09-27,장민재,선발투수,한화,0,한화,두산,1.1,5,0,0,0,0,0,0,5.0,2.0,4.0,4.0,22,24
1244,2018-09-27,권혁,불펜투수,한화,0,한화,두산,6.7,1,0,1,0,0,0,0,2.0,0.0,0.0,0.0,3,3
1245,2018-09-27,안영명,불펜투수,한화,0,한화,두산,7.1,1,0,0,0,0,0,0,1.0,0.0,1.0,1.0,4,4
1246,2018-09-27,이태양,불펜투수,한화,0,한화,두산,8.5,1,0,0,0,0,0,1,3.0,0.0,0.0,0.0,3,3
1247,2018-09-27,정우람,불펜투수,한화,0,한화,두산,9.8,1,0,0,0,0,0,0,3.0,0.0,1.0,1.0,5,5
1248,2018-09-28,헤일,선발투수,한화,0,한화,두산,1.1,6,0,0,0,0,0,0,3.0,2.0,4.0,4.0,25,27
1249,2018-09-28,김범수,불펜투수,한화,0,한화,두산,7.1,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,3,4
1250,2018-09-28,박상원,불펜투수,한화,0,한화,두산,8.5,1,0,0,0,0,0,0,1.0,2.0,0.0,0.0,2,4
1251,2018-09-28,권혁,불펜투수,한화,0,한화,두산,9.9,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,4,4
1252,2018-09-28,송은범,불펜투수,한화,0,한화,두산,10.4,1,0,1,0,0,0,0,1.0,0.0,0.0,0.0,3,3
1253,2018-09-29,임창용,선발투수,기아,0,기아,한화,1.1,6,0,1,0,0,0,0,6.0,1.0,0.0,0.0,21,22
1254,2018-09-29,팻딘,불펜투수,기아,0,기아,한화,7.5,2,0,0,0,0,0,0,2.0,1.0,3.0,3.0,8,9
1255,2018-09-29,윤석민,불펜투수,기아,0,기아,한화,9.5,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,3,3
1256,2018-09-30,한승혁,선발투수,기아,0,기아,한화,1.1,2,1,0,0,0,0,0,1.0,0.0,4.0,3.0,14,14
1257,2018-09-30,임기영,불펜투수,기아,0,기아,한화,3.6,1,2,0,0,0,0,0,1.0,2.0,0.0,0.0,5,7
1258,2018-09-30,임기준,불펜투수,기아,0,기아,한화,5.4,3,0,0,0,0,0,0,3.0,1.0,0.0,0.0,10,11
1259,2018-09-30,황인준,불펜투수,기아,0,기아,한화,8.6,1,0,1,0,0,0,0,2.0,0.0,0.0,0.0,3,3
1260,2018-09-30,김윤동,불펜투수,기아,0,기아,한화,9.9,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3
1261,2018-10-03,샘슨,선발투수,한화,0,한화,롯데,1.1,5,0,0,0,0,0,0,5.0,3.0,5.0,5.0,20,23
1262,2018-10-03,서균,불펜투수,한화,0,한화,롯데,6.6,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1,2
1263,2018-10-03,박상원,불펜투수,한화,0,한화,롯데,6.8,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0,2,3
1264,2018-10-03,김범수,불펜투수,한화,0,한화,롯데,7.2,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1,1
1265,2018-10-03,장민재,불펜투수,한화,0,한화,롯데,7.3,0,2,1,0,0,0,0,0.0,0.0,0.0,0.0,2,2
1266,2018-10-03,이태양,불펜투수,한화,0,한화,롯데,8.5,1,1,0,0,0,0,1,1.0,0.0,0.0,0.0,4,4
1267,2018-10-03,정우람,불펜투수,한화,0,한화,롯데,9.9,0,2,0,0,0,1,0,2.0,1.0,1.0,1.0,5,6
1268,2018-10-04,헤일,선발투수,한화,0,한화,롯데,1.1,5,0,0,1,0,0,0,8.0,3.0,4.0,2.0,23,26
1269,2018-10-04,장민재,불펜투수,한화,0,한화,롯데,6.9,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2
1270,2018-10-04,임준섭,불펜투수,한화,0,한화,롯데,6.2,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1
1271,2018-10-04,박상원,불펜투수,한화,0,한화,롯데,6.3,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,4,4
1272,2018-10-04,안영명,불펜투수,한화,0,한화,롯데,7.7,1,1,0,0,0,0,0,2.0,0.0,1.0,1.0,5,5
1273,2018-10-04,송은범,불펜투수,한화,0,한화,롯데,9.3,0,1,0,0,0,0,0,1.0,1.0,2.0,2.0,4,5
1274,2018-10-04,김성훈,불펜투수,한화,0,한화,롯데,9.8,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1
1275,2018-10-06,노경은,선발투수,롯데,0,롯데,한화,1.1,5,2,1,0,0,0,0,4.0,1.0,5.0,5.0,22,23
1276,2018-10-06,이명우,불펜투수,롯데,0,롯데,한화,6.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1
1277,2018-10-06,윤길현,불펜투수,롯데,0,롯데,한화,6.7,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,4,4
1278,2018-10-06,구승민,불펜투수,롯데,0,롯데,한화,7.2,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,4,4
1279,2018-10-06,손승락,불펜투수,롯데,0,롯데,한화,9.6,1,0,0,0,0,1,0,1.0,1.0,0.0,0.0,3,4
1280,2018-10-09,피어밴드,선발투수,KT,0,KT,한화,1.1,4,0,0,1,0,0,0,3.0,0.0,6.0,6.0,20,21
1281,2018-10-09,김사율,불펜투수,KT,0,KT,한화,5.4,2,0,0,0,0,0,0,3.0,0.0,0.0,0.0,6,6
1282,2018-10-09,홍성용,불펜투수,KT,0,KT,한화,7.1,0,2,0,0,0,0,0,0.0,1.0,2.0,2.0,2,4
1283,2018-10-09,고창성,불펜투수,KT,0,KT,한화,7.5,0,1,0,0,0,0,0,0.0,0.0,2.0,2.0,4,4
1284,2018-10-09,배제성,불펜투수,KT,0,KT,한화,8.9,2,0,0,0,0,0,0,1.0,1.0,0.0,0.0,8,9
1285,2018-10-10,한승혁,선발투수,기아,0,기아,한화,1.1,5,1,1,0,0,0,0,3.0,2.0,0.0,0.0,17,19
1286,2018-10-10,임기준,불펜투수,기아,0,기아,한화,6.2,2,2,0,0,0,0,1,2.0,2.0,0.0,0.0,7,9
1287,2018-10-10,이민우,불펜투수,기아,0,기아,한화,9.2,1,0,0,0,0,0,0,0.0,0.0,1.0,1.0,5,5
1288,2018-10-13,김민우,선발투수,한화,0,한화,NC,1.1,0,2,0,0,0,0,0,2.0,2.0,2.0,2.0,4,6
1289,2018-10-13,샘슨,불펜투수,한화,0,한화,NC,1.7,2,1,0,0,0,0,0,1.0,2.0,2.0,2.0,8,10
1290,2018-10-13,박상원,불펜투수,한화,0,한화,NC,4.8,2,0,1,0,0,0,0,2.0,0.0,1.0,1.0,8,8
1291,2018-10-13,김범수,불펜투수,한화,0,한화,NC,6.7,1,1,0,0,0,0,0,3.0,1.0,1.0,1.0,5,6
1292,2018-10-13,송은범,불펜투수,한화,0,한화,NC,7.4,1,2,0,0,0,0,0,2.0,1.0,0.0,0.0,5,6
1293,2018-10-13,정우람,불펜투수,한화,0,한화,NC,9.1,1,0,0,0,0,0,0,1.0,0.0,2.0,2.0,5,5
